Day,Campaign,Campaign type,Ad,Impressions,Clicks,Cost,Views,Video played to 100%,Gmail clicks to website
01/23/2018,FY2018_YouTube,Video,Lauren_15s,"1,336",1,42.41,279,21.17%,0
01/16/2018,FY2018_YouTube,Video,Lauren_15s,"1,491",0,42.01,343,23.12%,0
02/04/2018,FY2018_YouTube,Video,Lauren_15s,"1,456",0,37.88,331,22.87%,0
02/10/2018,FY2018_YouTube,Video,Nate_30s,198,0,8.43,52,26.26%,0
02/25/2018,FY2018_YouTube,Video,Veronica_30s,47,0,1.63,13,27.66%,0
03/02/2018,FY2018_YouTube,Video,Lauren_15s,"1,198",0,39.85,351,29.22%,0
03/21/2018,FY2018_YouTube,Video,Lauren_15s,"1,206",0,34.58,297,24.86%,0
02/26/2018,FY2018_YouTube,Video,Nate_30s,200,0,5.53,63,32.00%,0
03/05/2018,FY2018_YouTube,Video,Nate_30s,168,0,7.8,56,32.14%,0
03/06/2018,FY2018_YouTube,Video,Lauren_15s,"1,375",0,35.37,350,25.44%,0
03/17/2018,FY2018_YouTube,Video,Veronica_30s,19,1,0.89,6,26.32%,0
03/19/2018,FY2018_YouTube,Video,Nate_30s,158,0,8.96,34,20.89%,0
03/27/2018,FY2018_YouTube,Video,Veronica_30s,38,0,0.73,12,28.95%,0
04/03/2018,FY2018_YouTube,Video,Lauren_15s,"1,173",0,41.59,319,27.28%,0
01/04/2018,FY2018_YouTube,Video,Veronica_30s,14,0,1.56,2,14.29%,0
01/10/2018,FY2018_YouTube,Video,Lauren_15s,"1,056",1,41.28,270,25.40%,0
01/11/2018,FY2018_YouTube,Video,Lauren_15s,"1,189",0,35.97,282,24.03%,0
01/12/2018,FY2018_YouTube,Video,Lauren_15s,"1,507",1,38.32,327,21.55%,0
01/29/2018,FY2018_YouTube,Video,Lauren_15s,"1,309",2,40.48,303,23.22%,0
02/02/2018,FY2018_YouTube,Video,Nate_30s,178,0,4.54,49,27.53%,0
02/14/2018,FY2018_YouTube,Video,Veronica_30s,43,0,0.64,8,18.60%,0
02/18/2018,FY2018_YouTube,Video,Nate_30s,194,1,4.12,61,30.93%,0
02/19/2018,FY2018_YouTube,Video,Veronica_30s,38,0,3.98,12,30.77%,0
02/20/2018,FY2018_YouTube,Video,Nate_30s,242,0,6.67,75,30.99%,0
02/22/2018,FY2018_YouTube,Video,Lauren_15s,"1,287",1,39.34,314,24.32%,0
02/24/2018,FY2018_YouTube,Video,Lauren_15s,"1,011",0,36.85,274,27.16%,0
03/03/2018,FY2018_YouTube,Video,Lauren_15s,"1,216",0,41.44,314,26.15%,0
03/08/2018,FY2018_YouTube,Video,Nate_30s,167,0,5.76,49,30.72%,0
03/09/2018,FY2018_YouTube,Video,Nate_30s,160,0,5.76,42,26.25%,0
03/30/2018,FY2018_YouTube,Video,Veronica_30s,28,0,0.86,4,14.29%,0
04/16/2018,FY2018_YouTube,Video,Lauren_15s,"1,388",0,39.75,307,22.05%,0
04/23/2018,FY2018_YouTube,Video,Nate_30s,196,0,3.96,57,29.08%,0
04/28/2018,FY2018_YouTube,Video,Nate_30s,207,1,3.65,58,28.64%,0
05/28/2018,FY2018_YouTube,Video,Lauren_15s,"1,375",0,38.92,301,21.89%,0
05/08/2018,FY2018_YouTube,Video,Nate_30s,171,0,5.21,55,32.16%,0
06/18/2018,FY2018_YouTube,Video,Lauren_15s,"1,176",0,49.21,276,23.57%,0
06/22/2018,FY2018_YouTube,Video,Veronica_30s,38,0,2.29,10,26.32%,0
03/31/2018,FY2018_YouTube,Video,Veronica_30s,26,0,0.78,4,14.81%,0
04/03/2018,FY2018_YouTube,Video,Nate_30s,131,0,4.7,40,30.53%,0
04/06/2018,FY2018_YouTube,Video,Nate_30s,211,0,7.17,51,24.76%,0
04/09/2018,FY2018_YouTube,Video,Nate_30s,146,0,2.95,49,33.56%,0
05/05/2018,FY2018_YouTube,Video,Nate_30s,262,0,7.43,77,29.39%,0
05/09/2018,FY2018_YouTube,Video,Lauren_15s,"1,235",0,39.85,296,23.87%,0
05/13/2018,FY2018_YouTube,Video,Veronica_30s,33,0,1.15,9,27.27%,0
05/16/2018,FY2018_YouTube,Video,Veronica_30s,11,0,1.4,5,45.45%,0
05/29/2018,FY2018_YouTube,Video,Veronica_30s,37,0,1.92,7,18.92%,0
06/01/2018,FY2018_YouTube,Video,Nate_30s,146,0,4.32,39,26.03%,0
06/04/2018,FY2018_YouTube,Video,Nate_30s,141,0,3.99,42,29.08%,0
06/07/2018,FY2018_YouTube,Video,Lauren_15s,"1,473",0,46.5,352,23.91%,0
06/08/2018,FY2018_YouTube,Video,Veronica_30s,65,0,3.4,16,24.24%,0
06/17/2018,FY2018_YouTube,Video,Nate_30s,105,0,3.51,29,27.62%,0
06/30/2018,FY2018_YouTube,Video,Nate_30s,107,0,5.22,38,31.63%,0
01/12/2018,FY2018_YouTube,Video,Nate_30s,207,1,7.49,56,26.09%,0
02/09/2018,FY2018_YouTube,Video,Veronica_30s,58,0,1.71,11,18.97%,0
03/04/2018,FY2018_YouTube,Video,Veronica_30s,44,0,1.52,12,27.27%,0
03/09/2018,FY2018_YouTube,Video,Veronica_30s,65,0,2.21,14,20.00%,0
03/13/2018,FY2018_YouTube,Video,Veronica_30s,44,0,0.5,10,22.73%,0
03/17/2018,FY2018_YouTube,Video,Lauren_15s,999,0,36.86,279,27.87%,0
05/15/2018,FY2018_YouTube,Video,Nate_30s,140,0,6.27,39,27.86%,0
06/19/2018,FY2018_YouTube,Video,Veronica_30s,40,0,0.13,5,15.00%,0
06/25/2018,FY2018_YouTube,Video,Veronica_30s,40,0,0.77,8,20.51%,0
06/30/2018,FY2018_YouTube,Video,Lauren_15s,"1,023",0,43.3,292,28.50%,0
01/26/2018,FY2018_YouTube,Video,Lauren_15s,"1,161",0,43.02,243,21.08%,0
02/01/2018,FY2018_YouTube,Video,Nate_30s,211,0,4.61,51,24.64%,0
02/01/2018,FY2018_YouTube,Video,Veronica_30s,51,0,1.88,11,21.57%,0
02/05/2018,FY2018_YouTube,Video,Lauren_15s,"1,267",0,41.29,321,25.39%,0
02/06/2018,FY2018_YouTube,Video,Lauren_15s,"1,233",0,39.1,315,25.71%,0
02/17/2018,FY2018_YouTube,Video,Nate_30s,252,0,7.28,69,26.98%,0
03/11/2018,FY2018_YouTube,Video,Lauren_15s,"1,336",2,37.65,304,22.81%,0
03/25/2018,FY2018_YouTube,Video,Veronica_30s,36,0,0.35,7,22.22%,0
03/28/2018,FY2018_YouTube,Video,Lauren_15s,"1,091",0,34.72,278,25.48%,0
03/30/2018,FY2018_YouTube,Video,Nate_30s,193,0,8.34,56,28.50%,0
04/05/2018,FY2018_YouTube,Video,Lauren_15s,"1,465",1,35.77,332,22.81%,0
04/06/2018,FY2018_YouTube,Video,Lauren_15s,"1,413",0,36.76,346,24.63%,0
04/11/2018,FY2018_YouTube,Video,Veronica_30s,56,0,1.56,13,22.81%,0
04/27/2018,FY2018_YouTube,Video,Veronica_30s,66,0,0.92,11,16.67%,0
04/29/2018,FY2018_YouTube,Video,Veronica_30s,49,0,1.15,9,18.37%,0
05/21/2018,FY2018_YouTube,Video,Veronica_30s,66,0,2.86,10,15.38%,0
06/21/2018,FY2018_YouTube,Video,Lauren_15s,"1,155",0,41.26,275,24.00%,0
01/06/2018,FY2018_YouTube,Video,Veronica_30s,30,0,0.78,5,16.67%,0
01/07/2018,FY2018_YouTube,Video,Veronica_30s,30,0,0.43,3,10.00%,0
01/29/2018,FY2018_YouTube,Video,Nate_30s,178,0,4.71,57,32.02%,0
02/06/2018,FY2018_YouTube,Video,Veronica_30s,36,0,2.52,5,13.89%,0
02/08/2018,FY2018_YouTube,Video,Nate_30s,245,0,7.8,58,23.27%,0
02/14/2018,FY2018_YouTube,Video,Nate_30s,207,0,10.86,74,35.27%,0
02/15/2018,FY2018_YouTube,Video,Nate_30s,242,0,10.72,77,31.82%,0
02/21/2018,FY2018_YouTube,Video,Veronica_30s,44,0,0.89,13,29.55%,0
03/28/2018,FY2018_YouTube,Video,Nate_30s,130,0,5.37,41,32.31%,0
04/05/2018,FY2018_YouTube,Video,Veronica_30s,68,0,1.39,14,22.06%,0
04/07/2018,FY2018_YouTube,Video,Nate_30s,160,1,6.9,44,25.62%,0
04/08/2018,FY2018_YouTube,Video,Veronica_30s,43,0,0.37,5,11.63%,0
01/09/2018,FY2018_YouTube,Video,Nate_30s,185,0,5.71,61,32.43%,0
01/13/2018,FY2018_YouTube,Video,Nate_30s,136,0,2.89,42,30.88%,0
01/26/2018,FY2018_YouTube,Video,Veronica_30s,40,0,1.66,15,37.50%,0
02/12/2018,FY2018_YouTube,Video,Lauren_15s,585,0,17.94,167,29.06%,0
02/13/2018,FY2018_YouTube,Video,Nate_30s,186,0,7.73,49,26.34%,0
02/20/2018,FY2018_YouTube,Video,Veronica_30s,49,0,1.06,13,26.53%,0
03/14/2018,FY2018_YouTube,Video,Lauren_15s,969,0,36.03,262,27.19%,0
03/18/2018,FY2018_YouTube,Video,Veronica_30s,30,1,1.59,7,20.00%,0
03/22/2018,FY2018_YouTube,Video,Lauren_15s,"1,154",0,40.59,298,25.87%,0
03/30/2018,FY2018_YouTube,Video,Lauren_15s,"1,215",0,35.93,271,22.41%,0
04/10/2018,FY2018_YouTube,Video,Nate_30s,173,1,6.36,51,28.90%,0
04/20/2018,FY2018_YouTube,Video,Veronica_30s,49,0,1.49,15,30.61%,0
04/30/2018,FY2018_YouTube,Video,Veronica_30s,83,0,1.51,20,24.10%,0
05/07/2018,FY2018_YouTube,Video,Veronica_30s,51,0,0.88,7,13.73%,0
05/14/2018,FY2018_YouTube,Video,Nate_30s,175,0,5.98,41,24.58%,0
05/14/2018,FY2018_YouTube,Video,Lauren_15s,"1,392",0,35.69,314,22.94%,0
05/16/2018,FY2018_YouTube,Video,Nate_30s,22,0,0.72,13,59.09%,0
05/23/2018,FY2018_YouTube,Video,Lauren_15s,"1,233",1,45.13,332,26.60%,0
05/24/2018,FY2018_YouTube,Video,Lauren_15s,"1,095",1,46,295,26.97%,0
05/27/2018,FY2018_YouTube,Video,Nate_30s,144,1,5.47,44,30.56%,0
05/29/2018,FY2018_YouTube,Video,Lauren_15s,"1,376",0,47.65,367,26.90%,0
05/30/2018,FY2018_YouTube,Video,Nate_30s,157,0,5.61,36,22.78%,0
01/01/2018,FY2018_YouTube,Video,Lauren_15s,"1,331",2,41.61,223,16.40%,0
01/05/2018,FY2018_YouTube,Video,Nate_30s,161,0,5.41,27,16.15%,0
01/09/2018,FY2018_YouTube,Video,Lauren_15s,"1,362",1,38.68,310,22.60%,0
02/10/2018,FY2018_YouTube,Video,Veronica_30s,60,0,1.93,17,28.33%,0
06/06/2018,FY2018_YouTube,Video,Veronica_30s,48,0,2.95,11,22.92%,0
06/20/2018,FY2018_YouTube,Video,Lauren_15s,"1,011",1,41.49,258,25.42%,0
06/23/2018,FY2018_YouTube,Video,Nate_30s,128,0,4.66,49,38.28%,0
06/27/2018,FY2018_YouTube,Video,Veronica_30s,34,0,2.61,9,26.47%,0
02/16/2018,FY2018_YouTube,Video,Lauren_15s,"1,473",0,37.43,343,23.47%,0
02/28/2018,FY2018_YouTube,Video,Lauren_15s,"1,097",0,33.5,269,24.64%,0
03/05/2018,FY2018_YouTube,Video,Veronica_30s,32,0,0.79,6,15.62%,0
03/06/2018,FY2018_YouTube,Video,Nate_30s,192,0,7.51,61,31.77%,0
03/23/2018,FY2018_YouTube,Video,Veronica_30s,28,0,0.55,11,37.14%,0
04/02/2018,FY2018_YouTube,Video,Veronica_30s,38,0,1.07,9,23.68%,0
04/04/2018,FY2018_YouTube,Video,Nate_30s,173,0,3.46,50,28.90%,0
04/11/2018,FY2018_YouTube,Video,Lauren_15s,"1,427",3,38.09,335,23.42%,0
04/13/2018,FY2018_YouTube,Video,Lauren_15s,"1,393",0,35.42,285,20.39%,0
04/18/2018,FY2018_YouTube,Video,Nate_30s,149,0,3.16,39,27.03%,0
04/21/2018,FY2018_YouTube,Video,Lauren_15s,"1,387",1,35.94,319,22.97%,0
04/24/2018,FY2018_YouTube,Video,Nate_30s,206,0,5.6,47,23.30%,0
04/25/2018,FY2018_YouTube,Video,Veronica_30s,53,0,2.17,13,25.00%,0
01/04/2018,FY2018_YouTube,Video,Nate_30s,114,0,2.96,17,14.91%,0
01/08/2018,FY2018_YouTube,Video,Veronica_30s,28,0,0.89,4,14.29%,0
01/13/2018,FY2018_YouTube,Video,Lauren_15s,"1,204",1,42.56,271,22.66%,0
02/02/2018,FY2018_YouTube,Video,Veronica_30s,42,0,2.83,17,40.48%,0
02/03/2018,FY2018_YouTube,Video,Lauren_15s,"1,569",1,37.4,339,21.46%,0
02/04/2018,FY2018_YouTube,Video,Nate_30s,228,0,6.27,52,22.81%,0
02/07/2018,FY2018_YouTube,Video,Veronica_30s,35,0,0.02,1,2.86%,0
02/09/2018,FY2018_YouTube,Video,Nate_30s,178,0,7.71,53,29.78%,0
02/11/2018,FY2018_YouTube,Video,Nate_30s,253,0,5.23,70,27.67%,0
02/23/2018,FY2018_YouTube,Video,Lauren_15s,"1,135",0,36.23,307,27.31%,0
01/09/2018,FY2018_YouTube,Video,Veronica_30s,38,0,1.33,8,21.05%,0
01/21/2018,FY2018_YouTube,Video,Veronica_30s,39,0,1.23,12,30.77%,0
01/27/2018,FY2018_YouTube,Video,Lauren_15s,"1,400",0,36.47,288,20.70%,0
02/12/2018,FY2018_YouTube,Video,Veronica_30s,25,0,0.91,9,36.00%,0
01/02/2018,FY2018_YouTube,Video,Veronica_30s,36,0,3,6,16.67%,0
01/07/2018,FY2018_YouTube,Video,Nate_30s,162,0,4.66,23,14.20%,0
01/29/2018,FY2018_YouTube,Video,Veronica_30s,34,1,2.58,9,23.53%,0
02/05/2018,FY2018_YouTube,Video,Veronica_30s,35,0,0.73,6,17.14%,0
02/12/2018,FY2018_YouTube,Video,Nate_30s,68,0,3.58,32,46.38%,0
02/17/2018,FY2018_YouTube,Video,Veronica_30s,38,0,1.22,6,15.79%,0
02/18/2018,FY2018_YouTube,Video,Lauren_15s,"1,305",1,39.4,345,26.42%,0
03/02/2018,FY2018_YouTube,Video,Veronica_30s,34,0,1.33,5,14.71%,0
02/15/2018,FY2018_YouTube,Video,Veronica_30s,61,0,2.27,12,18.03%,0
02/27/2018,FY2018_YouTube,Video,Veronica_30s,28,0,0.72,6,21.43%,0
03/10/2018,FY2018_YouTube,Video,Veronica_30s,64,0,2.43,16,25.00%,0
03/20/2018,FY2018_YouTube,Video,Nate_30s,167,0,3.81,58,34.34%,0
04/16/2018,FY2018_YouTube,Video,Veronica_30s,46,0,0.6,4,6.38%,0
04/26/2018,FY2018_YouTube,Video,Lauren_15s,"1,257",0,42.09,308,24.62%,0
03/05/2018,FY2018_YouTube,Video,Lauren_15s,"1,198",0,39.93,305,25.48%,0
03/24/2018,FY2018_YouTube,Video,Lauren_15s,"1,480",1,37.72,279,18.99%,0
03/31/2018,FY2018_YouTube,Video,Nate_30s,180,0,5.4,51,26.67%,0
04/01/2018,FY2018_YouTube,Video,Veronica_30s,31,0,0.52,7,22.58%,0
04/12/2018,FY2018_YouTube,Video,Nate_30s,177,1,6.86,52,29.38%,0
04/19/2018,FY2018_YouTube,Video,Veronica_30s,41,0,0.24,5,11.90%,0
04/22/2018,FY2018_YouTube,Video,Lauren_15s,"1,362",0,37.06,291,21.37%,0
05/10/2018,FY2018_YouTube,Video,Veronica_30s,59,0,3.11,12,20.34%,0
05/12/2018,FY2018_YouTube,Video,Lauren_15s,"1,475",2,39.47,338,22.88%,0
05/16/2018,FY2018_YouTube,Video,Lauren_15s,186,0,6.85,58,30.48%,0
01/02/2018,FY2018_YouTube,Video,Lauren_15s,"1,076",2,40.92,218,20.09%,0
01/14/2018,FY2018_YouTube,Video,Veronica_30s,32,0,0.14,3,9.38%,0
01/28/2018,FY2018_YouTube,Video,Veronica_30s,26,0,0.13,3,11.54%,0
02/15/2018,FY2018_YouTube,Video,Lauren_15s,"1,251",0,33.53,333,26.64%,0
03/03/2018,FY2018_YouTube,Video,Nate_30s,185,0,3.91,52,28.11%,0
03/07/2018,FY2018_YouTube,Video,Veronica_30s,42,0,2.2,11,23.81%,0
03/14/2018,FY2018_YouTube,Video,Veronica_30s,27,0,1.03,6,22.22%,0
03/15/2018,FY2018_YouTube,Video,Nate_30s,137,0,5.47,52,37.96%,0
03/25/2018,FY2018_YouTube,Video,Lauren_15s,"1,344",0,43.47,315,23.45%,0
03/27/2018,FY2018_YouTube,Video,Lauren_15s,"1,155",0,37.77,291,25.39%,0
03/29/2018,FY2018_YouTube,Video,Veronica_30s,51,0,2.84,6,11.54%,0
03/09/2018,FY2018_YouTube,Video,Lauren_15s,"1,329",0,39.46,320,24.45%,0
03/19/2018,FY2018_YouTube,Video,Veronica_30s,31,0,0.13,2,6.25%,0
03/26/2018,FY2018_YouTube,Video,Lauren_15s,"1,401",0,39.88,317,22.68%,0
04/15/2018,FY2018_YouTube,Video,Veronica_30s,40,0,0.9,6,15.00%,0
04/07/2018,FY2018_YouTube,Video,Lauren_15s,"1,216",1,31.41,300,24.55%,0
04/17/2018,FY2018_YouTube,Video,Lauren_15s,"1,414",1,41.42,347,24.82%,0
04/27/2018,FY2018_YouTube,Video,Lauren_15s,"1,505",0,38.14,355,23.55%,0
04/28/2018,FY2018_YouTube,Video,Lauren_15s,"1,474",0,36.78,339,23.21%,0
01/06/2018,FY2018_YouTube,Video,Nate_30s,164,0,6.21,30,18.29%,0
01/20/2018,FY2018_YouTube,Video,Nate_30s,198,0,4.95,74,36.87%,0
01/21/2018,FY2018_YouTube,Video,Lauren_15s,"1,233",0,36.85,277,22.66%,0
01/23/2018,FY2018_YouTube,Video,Veronica_30s,46,0,1.38,9,19.57%,0
01/24/2018,FY2018_YouTube,Video,Nate_30s,162,0,6.53,43,27.16%,0
02/02/2018,FY2018_YouTube,Video,Lauren_15s,"1,283",0,36.86,311,24.26%,0
02/21/2018,FY2018_YouTube,Video,Lauren_15s,"1,237",0,39.16,322,26.01%,0
02/25/2018,FY2018_YouTube,Video,Lauren_15s,"1,297",0,36.45,328,25.58%,0
02/26/2018,FY2018_YouTube,Video,Veronica_30s,45,0,0.92,10,22.22%,0
04/24/2018,FY2018_YouTube,Video,Veronica_30s,68,0,2.11,12,17.65%,0
05/21/2018,FY2018_YouTube,Video,Lauren_15s,"1,406",0,40.55,301,21.34%,0
05/31/2018,FY2018_YouTube,Video,Veronica_30s,83,0,3.17,20,23.08%,0
06/03/2018,FY2018_YouTube,Video,Veronica_30s,71,0,0.93,10,15.49%,0
04/30/2018,FY2018_YouTube,Video,Nate_30s,217,0,4.36,43,18.31%,0
01/08/2018,FY2018_YouTube,Video,Lauren_15s,"1,174",1,36.92,253,21.55%,0
01/13/2018,FY2018_YouTube,Video,Veronica_30s,31,0,0.37,5,16.67%,0
01/17/2018,FY2018_YouTube,Video,Lauren_15s,"1,401",0,38.02,321,22.86%,0
01/23/2018,FY2018_YouTube,Video,Nate_30s,162,0,3.5,48,29.63%,0
03/14/2018,FY2018_YouTube,Video,Nate_30s,148,0,5.7,50,34.46%,0
03/19/2018,FY2018_YouTube,Video,Lauren_15s,"1,152",0,37.63,303,26.04%,0
03/20/2018,FY2018_YouTube,Video,Veronica_30s,41,0,4.79,12,26.83%,0
03/24/2018,FY2018_YouTube,Video,Nate_30s,202,0,5.15,32,17.33%,0
04/08/2018,FY2018_YouTube,Video,Nate_30s,161,1,2.77,34,20.50%,0
05/01/2018,FY2018_YouTube,Video,Nate_30s,266,0,4.79,50,18.42%,0
05/02/2018,FY2018_YouTube,Video,Lauren_15s,"1,576",0,35.88,307,19.48%,0
05/10/2018,FY2018_YouTube,Video,Lauren_15s,"1,283",2,37.88,295,23.09%,0
05/12/2018,FY2018_YouTube,Video,Veronica_30s,42,1,1.33,10,21.43%,0
05/14/2018,FY2018_YouTube,Video,Veronica_30s,49,0,4.69,14,28.57%,0
02/10/2018,FY2018_YouTube,Video,Lauren_15s,"1,354",0,34.85,345,25.52%,0
02/14/2018,FY2018_YouTube,Video,Lauren_15s,"1,070",0,33.45,296,27.76%,0
02/22/2018,FY2018_YouTube,Video,Veronica_30s,25,0,0.48,7,28.00%,0
03/01/2018,FY2018_YouTube,Video,Veronica_30s,51,0,2.38,12,23.53%,0
01/03/2018,FY2018_YouTube,Video,Veronica_30s,59,0,3.83,9,15.25%,0
01/08/2018,FY2018_YouTube,Video,Nate_30s,138,0,6.47,32,23.36%,0
01/16/2018,FY2018_YouTube,Video,Nate_30s,195,0,3.44,59,30.26%,0
01/21/2018,FY2018_YouTube,Video,Nate_30s,145,0,5.58,47,31.25%,0
01/24/2018,FY2018_YouTube,Video,Lauren_15s,"1,320",0,41.7,290,22.12%,0
01/30/2018,FY2018_YouTube,Video,Lauren_15s,"1,224",0,42.17,280,23.12%,0
02/03/2018,FY2018_YouTube,Video,Nate_30s,306,0,6.52,52,16.94%,0
02/08/2018,FY2018_YouTube,Video,Veronica_30s,50,0,1.05,12,24.49%,0
02/11/2018,FY2018_YouTube,Video,Lauren_15s,"1,672",1,39.52,375,22.61%,0
02/26/2018,FY2018_YouTube,Video,Lauren_15s,"1,302",0,37,322,24.73%,0
